project_id,milestone,original_start,original_end,current_start,current_end
EO26-0020,CONSTRUCTION TO 75%,Feb 2021,May 2021,Feb 2021,May 2021
EO26-0020,SUBSTANTIAL COMPLETION,May 2021,Jul 2021,May 2021,Jul 2021
EO26-0020,"PUNCHLIST COMPLETE, JOB CLOSED",Jul 2021,Aug 2021,Jul 2021,Aug 2021
EO26-0057,DEVELOP SCOPE,Mar 2020,Mar 2020,Mar 2020,Mar 2020
EO26-0057,BID AWARD AND REGISTER CONTRCT,Mar 2020,May 2020,Mar 2020,May 2020
EO26-0057,CONSTRUCTION TO 50%,May 2020,Nov 2020,Jun 2022,Nov 2022
EO26-0057,CONSTRUCTION TO 75%,Nov 2020,Feb 2021,Nov 2022,Feb 2023
EO26-0057,SUBSTANTIAL COMPLETION,Feb 2021,Apr 2021,Feb 2023,Apr 2023
EO26-0057,"PUNCHLIST COMPLETE, JOB CLOSED",Apr 2021,May 2021,Apr 2023,May 2023
EO26-0058,DEVELOP SCOPE,Jan 2020,Feb 2020,Jun 2020,Jun 2020
EO26-0058,BID AWARD AND REGISTER CONTRCT,Feb 2020,Apr 2020,Jul 2020,Aug 2020
EO26-0058,CONSTRUCTION TO 50%,Apr 2020,Sep 2020,Jun 2022,Nov 2022
EO26-0058,CONSTRUCTION TO 75%,Oct 2020,Dec 2020,Nov 2022,Feb 2023
EO26-0058,SUBSTANTIAL COMPLETION,Dec 2020,Feb 2021,Feb 2023,Apr 2023
EO26-0058,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2021,Mar 2021,Apr 2023,May 2023
EO26-0059,DEVELOP SCOPE,Jan 2020,Feb 2020,Jun 2021,Jun 2021
EO26-0059,BID AWARD AND REGISTER CONTRCT,Feb 2020,Apr 2020,Jul 2021,Aug 2021
EO26-0059,CONSTRUCTION TO 50%,Apr 2020,Oct 2020,Aug 2021,Feb 2022
EO26-0059,CONSTRUCTION TO 75%,Oct 2020,Jan 2021,Feb 2022,May 2022
EO26-0059,SUBSTANTIAL COMPLETION,Jan 2021,Mar 2021,May 2022,Jul 2022
EO26-0059,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2021,Apr 2021,Jul 2022,Aug 2022
EO26-0060,DEVELOP SCOPE,Feb 2020,Mar 2020,Jun 2022,Jun 2022
EO26-0060,BID AWARD AND REGISTER CONTRCT,Mar 2020,Apr 2020,Jul 2022,Aug 2022
EO26-0060,CONSTRUCTION TO 50%,May 2020,Oct 2020,Aug 2022,Feb 2023
EO26-0060,CONSTRUCTION TO 75%,Oct 2020,Jan 2021,Feb 2023,May 2023
EO26-0060,SUBSTANTIAL COMPLETION,Jan 2021,Mar 2021,May 2023,Jul 2023
EO26-0060,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2021,Apr 2021,Jul 2023,Aug 2023
EO26-0061,DEVELOP SCOPE,Feb 2020,Mar 2020,Jun 2022,Jun 2022
EO26-0061,BID AWARD AND REGISTER CONTRCT,Mar 2020,Apr 2020,Jul 2022,Aug 2022
EO26-0061,CONSTRUCTION TO 50%,May 2020,Oct 2020,Aug 2022,Feb 2023
EO26-0061,CONSTRUCTION TO 75%,Oct 2020,Jan 2021,Feb 2023,May 2023
EO26-0061,SUBSTANTIAL COMPLETION,Jan 2021,Mar 2021,May 2023,Jul 2023
EO26-0061,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2021,Apr 2021,Jul 2023,Aug 2023
EO26-0062,DEVELOP SCOPE,Feb 2020,Mar 2020,Jun 2022,Jun 2022
EO26-0062,BID AWARD AND REGISTER CONTRCT,Mar 2020,Apr 2020,Jul 2022,Aug 2022
EO26-0062,CONSTRUCTION TO 50%,May 2020,Oct 2020,Aug 2022,Feb 2023
EO26-0062,CONSTRUCTION TO 75%,Oct 2020,Jan 2021,Feb 2023,May 2023
EO26-0062,SUBSTANTIAL COMPLETION,Jan 2021,Mar 2021,May 2023,Jul 2023
EO26-0062,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2021,Apr 2021,Jul 2023,Aug 2023
EO26-0073,DEVELOP SCOPE,Feb 2020,Mar 2020,Jun 2022,Jun 2022
EO26-0073,BID AWARD AND REGISTER CONTRCT,Mar 2020,May 2020,Jul 2022,Aug 2022
EO26-0073,CONSTRUCTION TO 50%,May 2020,Nov 2020,Aug 2022,Feb 2023
EO26-0073,CONSTRUCTION TO 75%,Nov 2020,Feb 2021,Feb 2023,May 2023
EO26-0073,SUBSTANTIAL COMPLETION,Feb 2021,Apr 2021,May 2023,Jul 2023
EO26-0073,"PUNCHLIST COMPLETE, JOB CLOSED",Apr 2021,May 2021,Jul 2023,Aug 2023
EO26-0074,DEVELOP SCOPE,Jan 2020,Feb 2020,Jun 2022,Jun 2022
EO26-0074,BID AWARD AND REGISTER CONTRCT,Feb 2020,Apr 2020,Jul 2022,Aug 2022
EO26-0074,CONSTRUCTION TO 50%,Apr 2020,Oct 2020,Aug 2022,Feb 2023
EO26-0074,CONSTRUCTION TO 75%,Oct 2020,Jan 2021,Feb 2023,May 2023
EO26-0074,SUBSTANTIAL COMPLETION,Jan 2021,Mar 2021,May 2023,Jul 2023
EO26-0074,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2021,Apr 2021,Jul 2023,Aug 2023
EO26-0077,DEVELOP SCOPE,Feb 2020,Mar 2020,Jun 2022,Jun 2022
EO26-0077,BID AWARD AND REGISTER CONTRCT,Mar 2020,Apr 2020,Jul 2022,Aug 2022
EO26-0077,CONSTRUCTION TO 50%,May 2020,Oct 2020,Aug 2022,Feb 2023
EO26-0077,CONSTRUCTION TO 75%,Oct 2020,Jan 2021,Feb 2023,May 2023
EO26-0077,SUBSTANTIAL COMPLETION,Jan 2021,Mar 2021,May 2023,Jul 2023
EO26-0077,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2021,Apr 2021,Jul 2023,Aug 2023
EO26-0079,DEVELOP SCOPE,Feb 2020,Mar 2020,Jun 2022,Jun 2022
EO26-0079,BID AWARD AND REGISTER CONTRCT,Mar 2020,May 2020,Jul 2022,Aug 2022
EO26-0079,CONSTRUCTION TO 50%,May 2020,Nov 2020,Aug 2022,Feb 2023
EO26-0079,CONSTRUCTION TO 75%,Nov 2020,Feb 2021,Feb 2023,May 2023
EO26-0079,SUBSTANTIAL COMPLETION,Feb 2021,Apr 2021,May 2023,Jul 2023
EO26-0079,"PUNCHLIST COMPLETE, JOB CLOSED",Apr 2021,May 2021,Jul 2023,Aug 2023
EO26-0082,DEVELOP SCOPE,Feb 2020,Mar 2020,Jun 2022,Jun 2022
EO26-0082,BID AWARD AND REGISTER CONTRCT,Mar 2020,May 2020,Jul 2022,Aug 2022
EO26-0082,CONSTRUCTION TO 50%,May 2020,Nov 2020,Aug 2022,Feb 2023
EO26-0082,CONSTRUCTION TO 75%,Nov 2020,Feb 2021,Feb 2023,May 2023
EO26-0082,SUBSTANTIAL COMPLETION,Feb 2021,Apr 2021,May 2023,Jul 2023
EO26-0082,"PUNCHLIST COMPLETE, JOB CLOSED",Apr 2021,May 2021,Jul 2023,Aug 2023
EO26-0083,DEVELOP SCOPE,Feb 2020,Mar 2020,Feb 2020,Mar 2020
EO26-0083,BID AWARD AND REGISTER CONTRCT,Mar 2020,May 2020,Mar 2020,May 2020
EO26-0083,CONSTRUCTION TO 50%,May 2020,Nov 2020,Jun 2022,Nov 2022
EO26-0083,CONSTRUCTION TO 75%,Nov 2020,Feb 2021,Nov 2022,Feb 2023
EO26-0083,SUBSTANTIAL COMPLETION,Feb 2021,Apr 2021,Feb 2023,Apr 2023
EO26-0083,"PUNCHLIST COMPLETE, JOB CLOSED",Apr 2021,May 2021,Apr 2023,May 2023
EO26-0084,DEVELOP SCOPE,Feb 2020,Mar 2020,Feb 2020,Mar 2020
EO26-0084,BID AWARD AND REGISTER CONTRCT,Mar 2020,May 2020,Mar 2020,May 2020
EO26-0084,CONSTRUCTION TO 50%,May 2020,Nov 2020,Jun 2022,Nov 2022
EO26-0084,CONSTRUCTION TO 75%,Nov 2020,Feb 2021,Nov 2022,Feb 2023
EO26-0084,SUBSTANTIAL COMPLETION,Feb 2021,Apr 2021,Feb 2023,Apr 2023
EO26-0084,"PUNCHLIST COMPLETE, JOB CLOSED",Apr 2021,May 2021,Apr 2023,May 2023
EO26-0085,DEVELOP SCOPE,Feb 2020,Mar 2020,Jun 2021,Aug 2022
EO26-0085,BID AWARD AND REGISTER CONTRCT,Mar 2020,May 2020,Aug 2022,Oct 2022
EO26-0085,CONSTRUCTION TO 50%,May 2020,Nov 2020,Jun 2022,Nov 2022
EO26-0085,CONSTRUCTION TO 75%,Nov 2020,Feb 2021,Nov 2022,Feb 2023
EO26-0085,SUBSTANTIAL COMPLETION,Feb 2021,Apr 2021,Feb 2023,Apr 2023
EO26-0085,"PUNCHLIST COMPLETE, JOB CLOSED",Apr 2021,May 2021,Apr 2023,May 2023
EO26-0086,DEVELOP SCOPE,Jan 2020,Feb 2020,Jun 2022,Jun 2022
EO26-0086,BID AWARD AND REGISTER CONTRCT,Feb 2020,Apr 2020,Jul 2022,Aug 2022
EO26-0086,CONSTRUCTION TO 50%,Apr 2020,Oct 2020,Aug 2022,Feb 2023
EO26-0086,CONSTRUCTION TO 75%,Oct 2020,Jan 2021,Feb 2023,May 2023
EO26-0086,SUBSTANTIAL COMPLETION,Jan 2021,Mar 2021,May 2023,Jul 2023
EO26-0086,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2021,Apr 2021,Jul 2023,Aug 2023
EO26-0088,DEVELOP SCOPE,Feb 2020,Mar 2020,Jun 2022,Jun 2022
EO26-0088,BID AWARD AND REGISTER CONTRCT,Mar 2020,May 2020,Jul 2022,Aug 2022
EO26-0088,CONSTRUCTION TO 50%,May 2020,Nov 2020,Aug 2022,Feb 2023
EO26-0088,CONSTRUCTION TO 75%,Nov 2020,Feb 2021,Feb 2023,May 2023
EO26-0088,SUBSTANTIAL COMPLETION,Feb 2021,Apr 2021,May 2023,Jul 2023
EO26-0088,"PUNCHLIST COMPLETE, JOB CLOSED",Apr 2021,May 2021,Jul 2023,Aug 2023
EO26-0096,DEVELOP SCOPE,Jun 2020,Jun 2020,Jun 2020,Jun 2020
EO26-0096,BID AWARD AND REGISTER CONTRCT,Jul 2020,Aug 2020,Jul 2020,Aug 2020
EO26-0096,CONSTRUCTION TO 50%,Aug 2020,Feb 2021,Aug 2020,Feb 2021
EO26-0096,CONSTRUCTION TO 75%,Feb 2021,May 2021,Feb 2021,May 2021
EO26-0096,SUBSTANTIAL COMPLETION,May 2021,Jul 2021,May 2021,Jul 2021
EO26-0096,"PUNCHLIST COMPLETE, JOB CLOSED",Jul 2021,Aug 2021,Jul 2021,Aug 2021
PO79540K,DEVELOP SCOPE,Jan 2019,Apr 2019,Jan 2019,Apr 2019
PO79540K,PRELIMINARY DESIGN,Apr 2019,Aug 2019,Apr 2019,Aug 2019
PO79540K,FINAL DESIGN,Aug 2019,Feb 2020,Aug 2019,Feb 2020
PO79540K,BID AWARD AND REGISTER CONTRCT,Feb 2020,May 2020,Feb 2020,May 2020
PO79540K,CONSTRUCTION TO 25%,May 2020,Sep 2020,May 2020,Sep 2020
PO79540K,CONSTRUCTION TO 50%,Sep 2020,Jan 2021,Sep 2020,Jan 2021
PO79540K,CONSTRUCTION TO 75%,Jan 2021,May 2021,Jan 2021,May 2021
PO79540K,ORIGINAL EQUIP & FURNISHING,May 2021,Aug 2021,May 2021,Aug 2021
PO79540K,SUBSTANTIAL COMPLETION,Aug 2021,Oct 2021,Aug 2021,Oct 2021
PO79540K,"PUNCHLIST COMPLETE, JOB CLOSED",Oct 2021,Nov 2021,Oct 2021,Nov 2021
PW291EV,DEVELOP SCOPE,Jun 2020,Aug 2020,Jun 2020,Aug 2020
PW291EV,PRELIMINARY DESIGN,Aug 2020,Dec 2020,Aug 2020,Dec 2020
PW291EV,FINAL DESIGN,Dec 2020,Jun 2021,Dec 2020,Jun 2021
PW291EV,BID AWARD AND REGISTER CONTRCT,Jun 2021,Sep 2021,Jun 2021,Sep 2021
PW291EV,CONSTRUCTION TO 25%,Jun 2022,Sep 2022,Jun 2022,Sep 2022
PW291EV,CONSTRUCTION TO 50%,Sep 2022,Jan 2023,Sep 2022,Jan 2023
PW291EV,CONSTRUCTION TO 75%,Jan 2023,May 2023,Jan 2023,May 2023
PW291EV,ORIGINAL EQUIP & FURNISHING,May 2023,Aug 2023,May 2023,Aug 2023
PW291EV,SUBSTANTIAL COMPLETION,Aug 2023,Oct 2023,Aug 2023,Oct 2023
PW291EV,"PUNCHLIST COMPLETE, JOB CLOSED",Oct 2023,Nov 2023,Oct 2023,Nov 2023
PW322PLAN,DEVELOP SCOPE,Jun 2020,Aug 2020,Jun 2020,Aug 2020
PW322PLAN,PRELIMINARY DESIGN,Aug 2020,Dec 2020,Aug 2020,Dec 2020
PW322PLAN,FINAL DESIGN,Dec 2020,Jun 2021,Dec 2020,Jun 2021
PW322PLAN,BID AWARD AND REGISTER CONTRCT,Jun 2021,Sep 2021,Jun 2021,Sep 2021
PW322PLAN,CONSTRUCTION TO 25%,Sep 2021,Jan 2022,Sep 2021,Jan 2022
PW322PLAN,CONSTRUCTION TO 50%,Jan 2022,May 2022,Jan 2022,May 2022
PW322PLAN,CONSTRUCTION TO 75%,May 2022,Sep 2022,May 2022,Sep 2022
PW322PLAN,ORIGINAL EQUIP & FURNISHING,Sep 2022,Dec 2022,Sep 2022,Dec 2022
PW322PLAN,SUBSTANTIAL COMPLETION,Dec 2022,Feb 2023,Dec 2022,Feb 2023
PW322PLAN,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2023,Mar 2023,Feb 2023,Mar 2023
PW325ELC3,DEVELOP SCOPE,Jun 2020,Aug 2020,Jun 2020,Aug 2020
PW325ELC3,PRELIMINARY DESIGN,Aug 2020,Dec 2020,Aug 2020,Dec 2020
PW325ELC3,FINAL DESIGN,Dec 2020,Jun 2021,Dec 2020,Jun 2021
PW325ELC3,BID AWARD AND REGISTER CONTRCT,Jun 2021,Sep 2021,Jun 2021,Sep 2021
PW325ELC3,CONSTRUCTION TO 25%,Sep 2021,Jan 2022,Sep 2021,Jan 2022
PW325ELC3,CONSTRUCTION TO 50%,Jan 2022,May 2022,Jan 2022,May 2022
PW325ELC3,CONSTRUCTION TO 75%,May 2022,Sep 2022,May 2022,Sep 2022
PW325ELC3,ORIGINAL EQUIP & FURNISHING,Sep 2022,Dec 2022,Sep 2022,Dec 2022
PW325ELC3,SUBSTANTIAL COMPLETION,Dec 2022,Feb 2023,Dec 2022,Feb 2023
PW325ELC3,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2023,Mar 2023,Feb 2023,Mar 2023
PW325STA3,DEVELOP SCOPE,Jun 2019,Aug 2019,Jun 2019,Aug 2019
PW325STA3,PRELIMINARY DESIGN,Aug 2019,Dec 2019,Aug 2019,Dec 2019
PW325STA3,FINAL DESIGN,Dec 2019,Jun 2020,Dec 2019,Jun 2020
PW325STA3,BID AWARD AND REGISTER CONTRCT,Jun 2020,Sep 2020,Jun 2020,Sep 2020
PW325STA3,CONSTRUCTION TO 25%,Sep 2020,Jan 2021,Sep 2020,Jan 2021
PW325STA3,CONSTRUCTION TO 50%,Jan 2021,May 2021,Jan 2021,May 2021
PW325STA3,CONSTRUCTION TO 75%,May 2021,Sep 2021,May 2021,Sep 2021
PW325STA3,ORIGINAL EQUIP & FURNISHING,Sep 2021,Dec 2021,Sep 2021,Dec 2021
PW325STA3,SUBSTANTIAL COMPLETION,Dec 2021,Feb 2022,Dec 2021,Feb 2022
PW325STA3,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2022,Mar 2022,Feb 2022,Mar 2022
PW326DCPK,DEVELOP SCOPE,Jan 2020,May 2020,Jun 2020,Aug 2020
PW326DCPK,BID AWARD AND REGISTER CONTRCT,May 2020,Nov 2020,Aug 2020,Dec 2020
PW326DCPK,"PUNCHLIST COMPLETE, JOB CLOSED",Nov 2020,Jun 2022,Dec 2020,Jun 2021
PW326DCPK,"PUNCHLIST COMPLETE, JOB CLOSED",Jul 2022,Aug 2022,Jun 2021,Sep 2021
PW326DCPK,"PUNCHLIST COMPLETE, JOB CLOSED",Jul 2022,Jul 2022,Sep 2021,Jan 2022
PW326DCPK,CONSTRUCTION TO 50%,Jul 2022,Jul 2022,Jan 2022,May 2022
PW326DCPK,CONSTRUCTION TO 75%,Jul 2022,Jul 2022,May 2022,Sep 2022
PW326DCPK,ORIGINAL EQUIP & FURNISHING,Jul 2022,Jul 2022,Sep 2022,Dec 2022
PW326DCPK,SUBSTANTIAL COMPLETION,Jul 2022,Jul 2022,Dec 2022,Feb 2023
PW326DCPK,"PUNCHLIST COMPLETE, JOB CLOSED",Jul 2022,Jul 2022,Feb 2023,Mar 2023
PW326LAW7,DEVELOP SCOPE,Jun 2020,Sep 2020,Jun 2020,Aug 2020
PW326LAW7,BID AWARD AND REGISTER CONTRCT,Sep 2020,Mar 2021,Aug 2020,Dec 2020
PW326LAW7,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2021,Jun 2022,Dec 2020,Jun 2021
PW326LAW7,"PUNCHLIST COMPLETE, JOB CLOSED",Jul 2022,Aug 2022,Jun 2021,Sep 2021
PW326LAW7,"PUNCHLIST COMPLETE, JOB CLOSED",Jul 2022,Jul 2022,Sep 2021,Jan 2022
PW326LAW7,CONSTRUCTION TO 50%,Jul 2022,Jul 2022,Jan 2022,May 2022
PW326LAW7,CONSTRUCTION TO 75%,Jul 2022,Jul 2022,May 2022,Sep 2022
PW326LAW7,ORIGINAL EQUIP & FURNISHING,Jul 2022,Jul 2022,Sep 2022,Dec 2022
PW326LAW7,SUBSTANTIAL COMPLETION,Jul 2022,Jul 2022,Dec 2022,Feb 2023
PW326LAW7,"PUNCHLIST COMPLETE, JOB CLOSED",Jul 2022,Jul 2022,Feb 2023,Mar 2023
PW326OEM3,DEVELOP SCOPE,Jun 2020,Aug 2020,Jun 2023,Aug 2023
PW326OEM3,PRELIMINARY DESIGN,Aug 2020,Dec 2020,Aug 2023,Dec 2023
PW326OEM3,FINAL DESIGN,Dec 2020,Jun 2021,Dec 2023,Jun 2024
PW326OEM3,BID AWARD AND REGISTER CONTRCT,Jun 2021,Sep 2021,Jun 2024,Sep 2024
PW326OEM3,CONSTRUCTION TO 25%,Sep 2021,Jan 2022,Sep 2024,Jan 2025
PW326OEM3,CONSTRUCTION TO 50%,Jan 2022,May 2022,Jan 2025,May 2025
PW326OEM3,CONSTRUCTION TO 75%,May 2022,Sep 2022,May 2025,Sep 2025
PW326OEM3,ORIGINAL EQUIP & FURNISHING,Sep 2022,Dec 2022,Sep 2025,Dec 2025
PW326OEM3,SUBSTANTIAL COMPLETION,Dec 2022,Feb 2023,Dec 2025,Feb 2026
PW326OEM3,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2023,Mar 2023,Feb 2026,Mar 2026
PW326RAK,DEVELOP SCOPE,Jun 2020,Aug 2020,Jun 2020,Aug 2020
PW326RAK,PRELIMINARY DESIGN,Aug 2020,Dec 2020,Aug 2020,Dec 2020
PW326RAK,FINAL DESIGN,Dec 2020,Jun 2021,Dec 2020,Jun 2021
PW326RAK,BID AWARD AND REGISTER CONTRCT,Jun 2021,Sep 2021,Jun 2021,Sep 2021
PW326RAK,CONSTRUCTION TO 25%,Sep 2021,Jan 2022,Sep 2021,Jan 2022
PW326RAK,CONSTRUCTION TO 50%,Jan 2022,May 2022,Jan 2022,May 2022
PW326RAK,CONSTRUCTION TO 75%,May 2022,Sep 2022,May 2022,Sep 2022
PW326RAK,ORIGINAL EQUIP & FURNISHING,Sep 2022,Dec 2022,Sep 2022,Dec 2022
PW326RAK,SUBSTANTIAL COMPLETION,Dec 2022,Feb 2023,Dec 2022,Feb 2023
PW326RAK,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2023,Mar 2023,Feb 2023,Mar 2023
PW340BOE,DEVELOP SCOPE,Jun 2020,Aug 2020,Jun 2020,Aug 2020
PW340BOE,PRELIMINARY DESIGN,Aug 2020,Dec 2020,Aug 2020,Dec 2020
PW340BOE,FINAL DESIGN,Dec 2020,Jun 2021,Dec 2020,Jun 2021
PW340BOE,BID AWARD AND REGISTER CONTRCT,Jun 2021,Sep 2021,Jun 2021,Sep 2021
PW340BOE,CONSTRUCTION TO 25%,Sep 2021,Jan 2022,Sep 2021,Jan 2022
PW340BOE,CONSTRUCTION TO 50%,Jan 2022,May 2022,Jan 2022,May 2022
PW340BOE,CONSTRUCTION TO 75%,May 2022,Sep 2022,May 2022,Sep 2022
PW340BOE,ORIGINAL EQUIP & FURNISHING,Sep 2022,Dec 2022,Sep 2022,Dec 2022
PW340BOE,SUBSTANTIAL COMPLETION,Dec 2022,Feb 2023,Dec 2022,Feb 2023
PW340BOE,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2023,Mar 2023,Feb 2023,Mar 2023
PW340KEXP,DEVELOP SCOPE,Jun 2021,Aug 2021,Jun 2021,Aug 2021
PW340KEXP,PRELIMINARY DESIGN,Aug 2021,Dec 2021,Aug 2021,Dec 2021
PW340KEXP,FINAL DESIGN,Dec 2021,Jun 2022,Dec 2021,Jun 2022
PW340KEXP,BID AWARD AND REGISTER CONTRCT,Jun 2022,Sep 2022,Jun 2022,Sep 2022
PW340KEXP,CONSTRUCTION TO 25%,Sep 2022,Jan 2023,Sep 2022,Jan 2023
PW340KEXP,CONSTRUCTION TO 50%,Jan 2023,May 2023,Jan 2023,May 2023
PW340KEXP,CONSTRUCTION TO 75%,May 2023,Sep 2023,May 2023,Sep 2023
PW340KEXP,ORIGINAL EQUIP & FURNISHING,Sep 2023,Dec 2023,Sep 2023,Dec 2023
PW340KEXP,SUBSTANTIAL COMPLETION,Dec 2023,Feb 2024,Dec 2023,Feb 2024
PW340KEXP,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2024,Mar 2024,Feb 2024,Mar 2024
PW77BHCAM,DEVELOP SCOPE,Jun 2019,Aug 2019,Jun 2019,Aug 2019
PW77BHCAM,PRELIMINARY DESIGN,Aug 2019,Dec 2019,Aug 2019,Dec 2019
PW77BHCAM,FINAL DESIGN,Dec 2019,Jun 2020,Dec 2019,Jun 2020
PW77BHCAM,BID AWARD AND REGISTER CONTRCT,Jun 2020,Sep 2020,Jun 2020,Sep 2020
PW77BHCAM,CONSTRUCTION TO 25%,Sep 2020,Jan 2021,Sep 2020,Jan 2021
PW77BHCAM,CONSTRUCTION TO 50%,Jan 2021,May 2021,Jan 2021,May 2021
PW77BHCAM,CONSTRUCTION TO 75%,May 2021,Sep 2021,May 2021,Sep 2021
PW77BHCAM,ORIGINAL EQUIP & FURNISHING,Sep 2021,Dec 2021,Sep 2021,Dec 2021
PW77BHCAM,SUBSTANTIAL COMPLETION,Dec 2021,Feb 2022,Dec 2021,Feb 2022
PW77BHCAM,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2022,Mar 2022,Feb 2022,Mar 2022
PW77ZK07,DEVELOP SCOPE,May 2016,Aug 2016,Jun 2022,Aug 2022
PW77ZK07,PRELIMINARY DESIGN,Aug 2016,Dec 2016,Aug 2022,Dec 2022
PW77ZK07,FINAL DESIGN,Dec 2016,Jun 2017,Dec 2022,Jun 2023
PW77ZK07,BID AWARD AND REGISTER CONTRCT,Jun 2017,Sep 2017,Jun 2024,Sep 2024
PW77ZK07,CONSTRUCTION TO 25%,Sep 2017,Jan 2018,Sep 2024,Jan 2025
PW77ZK07,CONSTRUCTION TO 50%,Jan 2018,May 2018,Jan 2025,May 2025
PW77ZK07,CONSTRUCTION TO 75%,May 2018,Sep 2018,May 2025,Sep 2025
PW77ZK07,ORIGINAL EQUIP & FURNISHING,Sep 2018,Nov 2018,Sep 2025,Nov 2025
PW77ZK07,SUBSTANTIAL COMPLETION,Dec 2018,Jan 2019,Dec 2025,Jan 2026
PW77ZK07,"PUNCHLIST COMPLETE, JOB CLOSED",Jan 2019,Feb 2019,Jan 2026,Feb 2026
PWD007HPD,DEVELOP SCOPE,Jun 2020,Aug 2020,Jun 2022,Aug 2022
PWD007HPD,PRELIMINARY DESIGN,Aug 2020,Dec 2020,Aug 2022,Dec 2022
PWD007HPD,FINAL DESIGN,Dec 2020,Jun 2021,Dec 2022,Jun 2023
PWD007HPD,BID AWARD AND REGISTER CONTRCT,Jun 2021,Sep 2021,Jun 2023,Sep 2023
PWD007HPD,CONSTRUCTION TO 25%,Sep 2021,Jan 2022,Sep 2023,Jan 2024
PWD007HPD,CONSTRUCTION TO 50%,Jan 2022,May 2022,Jan 2024,May 2024
PWD007HPD,CONSTRUCTION TO 75%,May 2022,Sep 2022,May 2024,Sep 2024
PWD007HPD,ORIGINAL EQUIP & FURNISHING,Sep 2022,Dec 2022,Sep 2024,Dec 2024
PWD007HPD,SUBSTANTIAL COMPLETION,Dec 2022,Feb 2023,Dec 2024,Feb 2025
PWD007HPD,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2023,Mar 2023,Feb 2025,Mar 2025
PWD30BENC,PROJECT START,Mar 2018,Mar 2018,Mar 2018,Mar 2018
PWD30BENC,DESIGN START,Mar 2018,Mar 2018,Mar 2018,Mar 2019
PWD30BENC,DESIGN COMPLETION,Mar 2018,Sep 2018,Mar 2019,Dec 2019
PWD30BENC,CONSTRUCTION START,Sep 2018,Mar 2019,Dec 2019,Jun 2020
PWD30BENC,CONSTRUCTION COMPLETION,Mar 2019,Sep 2019,Jun 2020,Jul 2021
PWD78BLL,DEVELOP SCOPE,Jun 2024,Aug 2024,Jun 2024,Aug 2024
PWD78BLL,PRELIMINARY DESIGN,Aug 2024,Dec 2024,Aug 2024,Dec 2024
PWD78BLL,FINAL DESIGN,Dec 2024,Jun 2025,Dec 2024,Jun 2025
PWD78BLL,BID AWARD AND REGISTER CONTRCT,Jun 2025,Sep 2025,Jun 2025,Sep 2025
PWD78BLL,CONSTRUCTION TO 25%,Sep 2025,Jan 2026,Sep 2025,Jan 2026
PWD78BLL,CONSTRUCTION TO 50%,Jan 2026,May 2026,Jan 2026,May 2026
PWD78BLL,CONSTRUCTION TO 75%,May 2026,Sep 2026,May 2026,Sep 2026
PWD78BLL,ORIGINAL EQUIP & FURNISHING,Sep 2026,Dec 2026,Sep 2026,Dec 2026
PWD78BLL,SUBSTANTIAL COMPLETION,Dec 2026,Feb 2027,Dec 2026,Feb 2027
PWD78BLL,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2027,Mar 2027,Feb 2027,Mar 2027
PWD78SSCT,DEVELOP SCOPE,Apr 2013,Jun 2013,Jun 2026,Aug 2026
PWD78SSCT,PRELIMINARY DESIGN,Jun 2013,Oct 2013,Aug 2026,Dec 2026
PWD78SSCT,FINAL DESIGN,Oct 2013,Apr 2014,Dec 2026,Jun 2027
PWD78SSCT,BID AWARD AND REGISTER CONTRCT,Apr 2014,Jul 2014,Jun 2027,Sep 2027
PWD78SSCT,CONSTRUCTION TO 25%,Jul 2014,Nov 2014,Sep 2027,Jan 2028
PWD78SSCT,CONSTRUCTION TO 50%,Nov 2014,Mar 2015,Jan 2028,May 2028
PWD78SSCT,CONSTRUCTION TO 75%,Mar 2015,Jul 2015,May 2028,Sep 2028
PWD78SSCT,ORIGINAL EQUIP & FURNISHING,Jul 2015,Oct 2015,Sep 2028,Dec 2028
PWD78SSCT,SUBSTANTIAL COMPLETION,Oct 2015,Dec 2015,Dec 2028,Feb 2029
PWD78SSCT,"PUNCHLIST COMPLETE, JOB CLOSED",Dec 2015,Jan 2016,Feb 2029,Mar 2029
PWK2LEED,DEVELOP SCOPE,Jun 2021,Aug 2021,Jun 2021,Aug 2021
PWK2LEED,PRELIMINARY DESIGN,Aug 2021,Dec 2021,Aug 2021,Dec 2021
